step,L_total,loss_vol,loss_rep,loss_bnd,loss_curve_length,curve_length_min,curve_length_max,curve_length_mean,loss_cell_edge_uniform,loss_fem,loss_comp,comp,vol_frac,vol_frac_internal,vol_frac_eff_total,vol_frac_eff,VF_total,VF_eff_total,VF_int,VF_eff_int,vol_dev,vol_dev_eff,tau,seed_offset_scale,rho_min,rho_mean,rho_max,filter_delta_mean,filter_delta_max,projection_delta_mean,projection_delta_max,rho_raw_mean,rho_filtered_mean,rho_projected_mean,rho_final_mean,drho,dseed,min_seed_dist,grad_mean,best_score,best_step,best_hard_score,best_hard_step,fem_valid,fem_failure_reason,optimizer_step_skipped,w_geo_mean,h_mean,centerline_radius_mean,active_count_total,active_count_mean,active_frac_mean,inactive_count_total,inactive_count_mean,inactive_frac_mean,anchor_update_allowed,collapse_active
10,53.64019775390625,-0.0,0.0,-0.0,53.64019775390625,0.020768936723470688,1.6295652389526367,0.5990084409713745,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001335598062723875,0.06912069022655487,0.0005385404656408355,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
11,103.24077606201172,-0.0,0.0,-0.0,103.24077606201172,0.005822964943945408,1.6299734115600586,0.5990249514579773,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001314519438892603,0.06892780214548111,0.0004351748500539543,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
12,68.95872497558594,-0.0,0.0,-0.0,68.95872497558594,0.013370648957788944,1.6302266120910645,0.5989609956741333,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268028630875051,0.06891212612390518,0.0005277340785596607,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
13,74.54364013671875,-0.0,0.0,-0.0,74.54364013671875,0.011529142037034035,1.6304931640625,0.5989184379577637,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012420264538377523,0.06885414570569992,0.0005225683548815141,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
14,66.30814361572266,-0.0,0.0,-0.0,66.30814361572266,0.014363500289618969,1.630784034729004,0.5988868474960327,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012349740136414766,0.06858830899000168,0.0005144784068988884,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
15,59.3655891418457,-0.0,0.0,-0.0,59.3655891418457,0.01747865229845047,1.6312685012817383,0.5988733172416687,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012262285454198718,0.06829340010881424,0.0004992510091597069,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
16,51.2010383605957,-0.0,0.0,-0.0,51.2010383605957,0.02236127480864525,1.631758689880371,0.5988578796386719,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011964964214712381,0.06803774833679199,0.00047999142179833143,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
17,45.225677490234375,-0.0,0.0,-0.0,45.225677490234375,0.02712555043399334,1.6321711540222168,0.598854660987854,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011582834413275123,0.06780333071947098,0.00044713290537856665,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
18,41.2127571105957,-0.0,0.0,-0.0,41.2127571105957,0.03110964223742485,1.6326279640197754,0.5988428592681885,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011294230353087187,0.06757118552923203,0.0004109712102717822,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
19,39.03196716308594,0.0,0.0,0.0,39.03196716308594,0.03361118584871292,1.633194923400879,0.5988405346870422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011214226251468062,0.06735538691282272,0.0003929040382217863,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
20,37.76795196533203,0.0,0.0,0.0,37.76795196533203,0.03518828749656677,1.6338005065917969,0.5988393425941467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011077509261667728,0.06715354323387146,0.0003998320604523542,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
21,41.183380126953125,0.0,0.0,0.0,41.183380126953125,0.031141597777605057,1.634415626525879,0.5988414287567139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001084469142369926,0.0669565424323082,0.0004100645339804032,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
22,37.50048828125,0.0,0.0,0.0,37.50048828125,0.03553563356399536,1.6351757049560547,0.5988341569900513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010855692671611905,0.06645257025957108,0.0004250465481163701,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
23,37.619834899902344,0.0,0.0,0.0,37.619834899902344,0.03538019210100174,1.6356983184814453,0.5988196730613708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010867370292544365,0.06597965210676193,0.00042650164493807097,35.41664505004883,5,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
24,33.85322189331055,0.0,0.0,0.0,33.85322189331055,0.040766239166259766,1.6365761756896973,0.5988149046897888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010929006384685636,0.06553561985492706,0.00041422116669309617,33.85322189331055,24,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
25,30.807209014892578,0.0,0.0,0.0,30.807209014892578,0.04599155858159065,1.6374454498291016,0.598824143409729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010977505007758737,0.06516622751951218,0.0004282225188489974,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
26,34.76972579956055,0.0,0.0,0.0,34.76972579956055,0.039393432438373566,1.6384272575378418,0.598910927772522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012076653074473143,0.06465567648410797,0.0004301519450109481,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
27,37.86970520019531,0.0,0.0,0.0,37.86970520019531,0.03509579598903656,1.6393423080444336,0.5988966822624207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001210625865496695,0.06462674587965012,0.0004340844291164103,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
28,260.9775085449219,0.0,0.0,0.0,260.9775085449219,0.0003979290195275098,1.639969825744629,0.5989784002304077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012497263960540295,0.06467342376708984,0.000424841958874822,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
29,42.6626091003418,0.0,0.0,0.0,42.6626091003418,0.02963745966553688,1.6402840614318848,0.5989797711372375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013077646726742387,0.06480542570352554,0.00043415673781055375,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
30,53.818275451660156,0.0,0.0,0.0,53.818275451660156,0.020659536123275757,1.6403350830078125,0.5990148782730103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013520249631255865,0.06491030752658844,0.0004068047080636461,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
31,42.36418151855469,0.0,0.0,0.0,42.36418151855469,0.029941633343696594,1.6402854919433594,0.5989476442337036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013154156040400267,0.06504400819540024,0.0004416285000843345,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
32,51.15326690673828,0.0,0.0,0.0,51.15326690673828,0.02242857962846756,1.6400866508483887,0.5989094972610474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001270867302082479,0.06513752043247223,0.0004379787857260453,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
33,52.47686004638672,0.0,0.0,0.0,52.47686004638672,0.021516352891921997,1.6400465965270996,0.5988612771034241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012513139517977834,0.06522908061742783,0.0004890329096269852,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
34,44.15168762207031,0.0,0.0,0.0,44.15168762207031,0.028148991987109184,1.6399145126342773,0.5988126993179321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001199554419144988,0.06545336544513702,0.00045675511069021013,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
35,37.77705764770508,0.0,0.0,0.0,37.77705764770508,0.03520117700099945,1.6398110389709473,0.5987974405288696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011873296461999416,0.06561685353517532,0.00045243587464938173,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
36,42.818546295166016,0.0,0.0,0.0,42.818546295166016,0.029443278908729553,1.639430046081543,0.5987945199012756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001169669907540083,0.06574220210313797,0.00044764903327632055,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
37,34.43016815185547,0.0,0.0,0.0,34.43016815185547,0.0398840606212616,1.6393041610717773,0.5987838506698608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011741063790395856,0.06584253907203674,0.00044734948130553676,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
38,39.45120620727539,0.0,0.0,0.0,39.45120620727539,0.033110350370407104,1.6394920349121094,0.5987608432769775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011999581474810839,0.06592350453138351,0.00046379086961678695,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
39,39.22175979614258,0.0,0.0,0.0,39.22175979614258,0.033380307257175446,1.6394901275634766,0.5987495183944702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012079428415745497,0.06596971303224564,0.00046326100823534944,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
40,33.79927062988281,-0.0,0.0,-0.0,33.79927062988281,0.040843792259693146,1.6391925811767578,0.5987473726272583,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012001419672742486,0.06599162518978119,0.0004600195461534895,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
41,43.77773666381836,-0.0,0.0,-0.0,43.77773666381836,0.028479889035224915,1.638768196105957,0.5987519025802612,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011873750481754541,0.06600302457809448,0.00043753137651947327,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
42,54.077735900878906,-0.0,0.0,-0.0,54.077735900878906,0.02045595273375511,1.6385159492492676,0.5987440943717957,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011951799970120192,0.06599139422178268,0.00043351760677978746,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
43,35.77002716064453,-0.0,0.0,-0.0,35.77002716064453,0.037886716425418854,1.6385202407836914,0.5987139344215393,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012159328907728195,0.06594757735729218,0.0004329642023321867,30.807209014892578,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
44,29.219785690307617,-0.0,0.0,-0.0,29.219785690307617,0.049060940742492676,1.638869285583496,0.5986711978912354,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012523949844762683,0.06581650674343109,0.0004654093347653543,29.219785690307617,44,nan,-1.0,True,,False,0.010050058364868164,0.0,0.010050058364868164,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0
