step,L_total,loss_vol,loss_rep,loss_bnd,loss_curve_length,curve_length_min,curve_length_max,curve_length_mean,loss_cell_edge_uniform,loss_fem,loss_comp,comp,vol_frac,vol_frac_internal,vol_frac_eff_total,vol_frac_eff,VF_total,VF_eff_total,VF_int,VF_eff_int,vol_dev,vol_dev_eff,tau,seed_offset_scale,rho_min,rho_mean,rho_max,filter_delta_mean,filter_delta_max,projection_delta_mean,projection_delta_max,rho_raw_mean,rho_filtered_mean,rho_projected_mean,rho_final_mean,drho,dseed,min_seed_dist,grad_mean,best_score,best_step,best_hard_score,best_hard_step,fem_valid,fem_failure_reason,optimizer_step_skipped,w_geo_mean,h_mean,centerline_radius_mean,active_count_total,active_count_mean,active_frac_mean,inactive_count_total,inactive_count_mean,inactive_frac_mean,anchor_update_allowed,collapse_active
10,19.556602478027344,-0.0,0.0,-0.0,19.556602478027344,0.3368349075317383,6.328266620635986,2.6224303245544434,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001466994872316718,0.09756962209939957,0.0005792227916572301,19.556602478027344,10,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
11,19.445844650268555,-0.0,0.0,-0.0,19.445844650268555,0.3387378454208374,6.326136589050293,2.6222972869873047,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001595717272721231,0.09757725894451141,0.0005652353997902537,19.445844650268555,11,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
12,19.62081527709961,-0.0,0.0,-0.0,19.62081527709961,0.33568447828292847,6.324394702911377,2.622143507003784,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016966810217127204,0.09758207201957703,0.0005830017139487609,19.445844650268555,11,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
13,19.53028106689453,-0.0,0.0,-0.0,19.53028106689453,0.33720383048057556,6.322725772857666,2.6219851970672607,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017757307505235076,0.09758540242910385,0.0005915694505347346,19.445844650268555,11,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
14,19.232969284057617,-0.0,0.0,-0.0,19.232969284057617,0.34235015511512756,6.321115016937256,2.6218085289001465,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018359952373430133,0.09758737683296204,0.000586469719564775,19.232969284057617,14,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
15,18.801692962646484,-0.0,0.0,-0.0,18.801692962646484,0.3500460088253021,6.319704055786133,2.6216177940368652,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018806360894814134,0.09758812934160233,0.0005747813647758448,18.801692962646484,15,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
16,18.268991470336914,-0.0,0.0,-0.0,18.268991470336914,0.3599320650100708,6.318432331085205,2.6214334964752197,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019166938727721572,0.09758798778057098,0.0005522323299373966,18.268991470336914,16,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
17,17.671247482299805,-0.0,0.0,-0.0,17.671247482299805,0.37154632806777954,6.31715202331543,2.621232748031616,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019418668234720826,0.09758715331554413,0.0005762690698247752,17.671247482299805,17,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
18,17.037513732910156,-0.0,0.0,-0.0,17.037513732910156,0.3845090866088867,6.315936088562012,2.6210339069366455,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001958623295649886,0.09758557379245758,0.0006202515173754364,17.037513732910156,18,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
19,16.708627700805664,-0.0,0.0,-0.0,16.708627700805664,0.3914748728275299,6.314617156982422,2.6208369731903076,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019739100243896246,0.09758371859788895,0.0007609859299009258,16.708627700805664,19,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
20,16.659793853759766,-0.0,0.0,-0.0,16.659793853759766,0.392455518245697,6.313240051269531,2.6206741333007812,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019725284073501825,0.09758356958627701,0.0007802195545991708,16.659793853759766,20,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
21,16.57984161376953,-0.0,0.0,-0.0,16.57984161376953,0.3941318988800049,6.311670780181885,2.6205060482025146,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001997682498767972,0.09758507460355759,0.0008109210552902368,16.57984161376953,21,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
22,16.386220932006836,-0.0,0.0,-0.0,16.386220932006836,0.39835095405578613,6.310011386871338,2.620332717895508,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020372120197862387,0.09758801013231277,0.0008485696671414189,16.386220932006836,22,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
23,16.086828231811523,-0.0,0.0,-0.0,16.086828231811523,0.40505772829055786,6.308176517486572,2.620157480239868,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020924739073961973,0.0975920632481575,0.0008910350643418496,16.086828231811523,23,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
24,15.711588859558105,-0.0,0.0,-0.0,15.711588859558105,0.41374146938323975,6.306230068206787,2.6199779510498047,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00216059572994709,0.0975968986749649,0.0009503724177193362,15.711588859558105,24,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
25,15.473974227905273,-0.0,0.0,-0.0,15.473974227905273,0.4193750023841858,6.304071426391602,2.619798421859741,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022387129720300436,0.09760235995054245,0.0007874533603171585,15.473974227905273,25,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
26,15.27124309539795,-0.0,0.0,-0.0,15.27124309539795,0.42426425218582153,6.302084922790527,2.6196398735046387,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022920414339751005,0.09760916233062744,0.0007851426730667299,15.27124309539795,26,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
27,14.926312446594238,-0.0,0.0,-0.0,14.926312446594238,0.43283501267433167,6.300107002258301,2.6194913387298584,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023250223603099585,0.09761727601289749,0.0007821956714906264,14.926312446594238,27,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
28,14.60718059539795,-0.0,0.0,-0.0,14.60718059539795,0.4410060942173004,6.298188209533691,2.61936354637146,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023434911854565144,0.09762637317180634,0.0011426383875914325,14.60718059539795,28,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
29,14.361028671264648,-0.0,0.0,-0.0,14.361028671264648,0.44746533036231995,6.296000957489014,2.6192145347595215,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023787878453731537,0.09763582795858383,0.0011874776319018565,14.361028671264648,29,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
30,14.051426887512207,-0.0,0.0,-0.0,14.051426887512207,0.4558333158493042,6.293663024902344,2.619065284729004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024304853286594152,0.09764538705348969,0.0012421781907505647,14.051426887512207,30,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
31,13.747568130493164,-0.0,0.0,-0.0,13.747568130493164,0.464295893907547,6.291036128997803,2.6189000606536865,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002496571047231555,0.09765525162220001,0.0010801375219671172,13.747568130493164,31,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
32,13.594921112060547,-0.0,0.0,-0.0,13.594921112060547,0.46861007809638977,6.2884626388549805,2.618743896484375,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025634572375565767,0.09766383469104767,0.0011181600179952511,13.594921112060547,32,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
33,13.362527847290039,-0.0,0.0,-0.0,13.362527847290039,0.4753305912017822,6.2859272956848145,2.6185708045959473,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026311217807233334,0.09767111390829086,0.0011649653556560224,13.362527847290039,33,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
34,13.059442520141602,-0.0,0.0,-0.0,13.059442520141602,0.4843539595603943,6.283402442932129,2.618382215499878,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026963360141962767,0.09767746925354004,0.001204605113798607,13.059442520141602,34,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
35,12.923426628112793,-0.0,0.0,-0.0,12.923426628112793,0.4884515404701233,6.280902862548828,2.6182138919830322,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027573094703257084,0.09768315404653549,0.0015164951955739525,12.923426628112793,35,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
36,12.730449676513672,-0.0,0.0,-0.0,12.730449676513672,0.49440252780914307,6.277920722961426,2.618018388748169,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002836052095517516,0.09768887609243393,0.0015799026173226594,12.730449676513672,36,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
37,12.765779495239258,-0.0,0.0,-0.0,12.765779495239258,0.49321848154067993,6.2746782302856445,2.61782169342041,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029308409430086613,0.0976945161819458,0.0008828618788356835,12.730449676513672,36,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
38,12.63620376586914,-0.0,0.0,-0.0,12.63620376586914,0.49727022647857666,6.272180080413818,2.6177783012390137,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029811658896505833,0.09770297259092331,0.0009112629941228079,12.63620376586914,38,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
39,12.309301376342773,-0.0,0.0,-0.0,12.309301376342773,0.5078360438346863,6.2702178955078125,2.617835760116577,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003000230062752962,0.09771310538053513,0.0009385967673551932,12.309301376342773,39,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
40,12.07190990447998,-0.0,0.0,-0.0,12.07190990447998,0.5157515406608582,6.2687578201293945,2.6179697513580322,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029944104608148336,0.09772446006536484,0.0017859604354271141,12.07190990447998,40,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
41,11.983261108398438,-0.0,0.0,-0.0,11.983261108398438,0.5187522768974304,6.266820907592773,2.6180672645568848,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.14999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003011150984093547,0.09773565083742142,0.0004549144100565172,11.983261108398438,41,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
42,11.800500869750977,-0.0,0.0,-0.0,11.800500869750977,0.525055468082428,6.265775203704834,2.618196964263916,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030262053478509188,0.09774366766214371,0.00046287315808513085,11.800500869750977,42,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
43,11.67540454864502,-0.0,0.0,-0.0,11.67540454864502,0.5294471979141235,6.265512466430664,2.6183314323425293,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030400422401726246,0.09774872660636902,0.001885600532659737,11.67540454864502,43,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
44,11.535327911376953,-0.0,0.0,-0.0,11.535327911376953,0.5344452857971191,6.264835357666016,2.618443012237549,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023000000044703484,0.023000000044703484,0.019999999999999997,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003072917927056551,0.09775406122207642,0.0008129640036713681,11.535327911376953,44,nan,-1.0,True,,False,0.010050058364868164,0.0,0.1258549690246582,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
