step,L_total,loss_vol,loss_rep,loss_bnd,loss_fem,loss_comp,comp,vol_frac,vol_frac_internal,vol_frac_eff_total,vol_frac_eff,VF_total,VF_eff_total,VF_int,VF_eff_int,vol_dev,vol_dev_eff,tau,seed_offset_scale,rho_min,rho_mean,rho_max,filter_delta_mean,filter_delta_max,projection_delta_mean,projection_delta_max,rho_raw_mean,rho_filtered_mean,rho_projected_mean,rho_final_mean,drho,dseed,min_seed_dist,grad_mean,best_score,best_step,best_hard_score,best_hard_step,fem_valid,fem_failure_reason,optimizer_step_skipped,w_geo_mean,h_mean,centerline_radius_mean,active_count_total,active_count_mean,active_frac_mean,inactive_count_total,inactive_count_mean,inactive_frac_mean,anchor_update_allowed,collapse_active
20,3.3474888801574707,0.7801241874694824,0.0,0.318731427192688,3.2977618502627593e-06,3.2977618502627593e-06,32977.6171875,0.1840905100107193,0.1840905100107193,0.06357764452695847,0.06357764452695847,0.1840905100107193,0.06357764452695847,0.1840905100107193,0.06357764452695847,0.3159095048904419,0.43642234802246094,0.02,1.0,0.00021036351972725242,0.1857426017522812,0.8002728223800659,0.0,0.0,0.0,0.0,0.1857426017522812,0.1857426017522812,0.1857426017522812,0.1857426017522812,0.12295838445425034,0.06914214044809341,0.08846299350261688,0.10027442982086521,3.230055570602417,2,nan,-1.0,True,,False,0.07232220470905304,0.0,0.6615844964981079,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
21,3.382044792175293,0.7867745757102966,0.0,0.31861841678619385,3.3537050967424875e-06,3.3537050967424875e-06,33537.05078125,0.1821771115064621,0.1821771115064621,0.06254767626523972,0.06254767626523972,0.1821771115064621,0.06254767626523972,0.1821771115064621,0.06254767626523972,0.3178228735923767,0.4374523162841797,0.02,1.0,0.000206530952709727,0.18383800983428955,0.7969138622283936,0.0,0.0,0.0,0.0,0.18383800983428955,0.18383800983428955,0.18383800983428955,0.18383800983428955,0.12248782068490982,0.06913956999778748,0.0885147899389267,0.10027098397101646,3.230055570602417,2,nan,-1.0,True,,False,0.07235171645879745,0.0,0.6618544459342957,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
22,3.380587339401245,0.7861167192459106,0.0,0.3185332119464874,3.352016165081295e-06,3.352016165081295e-06,33520.16015625,0.18235914409160614,0.18235914409160614,0.06265924125909805,0.06265924125909805,0.18235914409160614,0.06265924125909805,0.18235914409160614,0.06265924125909805,0.31764084100723267,0.43734076619148254,0.020000000000000004,1.0,0.0002069518086500466,0.18402142822742462,0.796798586845398,0.0,0.0,0.0,0.0,0.18402142822742462,0.18402142822742462,0.18402142822742462,0.18402142822742462,0.12254688888788223,0.06913700699806213,0.08856827765703201,0.10027152645812218,3.230055570602417,2,nan,-1.0,True,,False,0.0723813846707344,0.0,0.662125825881958,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
23,3.3238048553466797,0.7762709856033325,0.0,0.31839337944984436,3.2431735235149972e-06,3.2431735235149972e-06,32431.734375,0.18518255650997162,0.18518255650997162,0.06420709192752838,0.06420709192752838,0.18518255650997162,0.06420709192752838,0.18518255650997162,0.06420709192752838,0.3148174285888672,0.4357929229736328,0.02,1.0,0.0002116519317496568,0.1868225783109665,0.7947782874107361,0.0,0.0,0.0,0.0,0.1868225783109665,0.1868225783109665,0.1868225783109665,0.1868225783109665,0.12438652664422989,0.0691344141960144,0.08862331509590149,0.10027352231253284,3.230055570602417,2,nan,-1.0,True,,False,0.07241111248731613,0.0,0.6623978018760681,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
24,3.3748271465301514,0.7847957611083984,0.0,0.31830957531929016,3.337333737363224e-06,3.337333737363224e-06,33373.3359375,0.1827249825000763,0.1827249825000763,0.06288331747055054,0.06288331747055054,0.1827249825000763,0.06288331747055054,0.1827249825000763,0.06288331747055054,0.3172750174999237,0.43711668252944946,0.02,1.0,0.00020782602950930595,0.18438993394374847,0.796454668045044,0.0,0.0,0.0,0.0,0.18438993394374847,0.18438993394374847,0.18438993394374847,0.18438993394374847,0.12266622483730316,0.0691317468881607,0.08868032693862915,0.10027376958701584,3.230055570602417,2,nan,-1.0,True,,False,0.07244095206260681,0.0,0.6626707315444946,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
25,3.397930383682251,0.7879674434661865,0.0,0.31819939613342285,3.3851961234176997e-06,3.3851961234176997e-06,33851.9609375,0.1817745566368103,0.1817745566368103,0.06245128810405731,0.06245128810405731,0.1817745566368103,0.06245128810405731,0.1817745566368103,0.06245128810405731,0.3182254433631897,0.4375486969947815,0.02,1.0,0.0002042198902927339,0.18345226347446442,0.7933921217918396,0.0,0.0,0.0,0.0,0.18345226347446442,0.18345226347446442,0.18345226347446442,0.18345226347446442,0.12274550646543503,0.06912925094366074,0.08873875439167023,0.10027598145917645,3.230055570602417,2,nan,-1.0,True,,False,0.07247085124254227,0.0,0.6629442572593689,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
26,3.367748975753784,0.7834692597389221,0.0,0.3180358409881592,3.320726136735175e-06,3.320726136735175e-06,33207.26171875,0.1830926537513733,0.1830926537513733,0.06310859322547913,0.06310859322547913,0.1830926537513733,0.06310859322547913,0.1830926537513733,0.06310859322547913,0.3169073462486267,0.4368914067745209,0.02,1.0,0.00020870371372438967,0.18476033210754395,0.7964046001434326,0.0,0.0,0.0,0.0,0.18476033210754395,0.18476033210754395,0.18476033210754395,0.18476033210754395,0.12278903275728226,0.06912680715322495,0.08879861980676651,0.10027732551076496,3.230055570602417,2,nan,-1.0,True,,False,0.0725008100271225,0.0,0.6632183194160461,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
27,3.3922171592712402,0.7866396903991699,0.0,0.3179781138896942,3.3726969377312344e-06,3.3726969377312344e-06,33726.96875,0.18214194476604462,0.18214194476604462,0.06267588585615158,0.06267588585615158,0.18214194476604462,0.06267588585615158,0.18214194476604462,0.06267588585615158,0.3178580403327942,0.4373241066932678,0.02,1.0,0.00020507629960775375,0.18382228910923004,0.7936403155326843,0.0,0.0,0.0,0.0,0.18382228910923004,0.18382228910923004,0.18382228910923004,0.18382228910923004,0.12286249548196793,0.06912435591220856,0.0888596698641777,0.10028550046108983,3.230055570602417,2,nan,-1.0,True,,False,0.07253080606460571,0.0,0.6634926795959473,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
28,3.36134672164917,0.7821415662765503,0.0,0.317866712808609,3.3054923278541537e-06,3.3054923278541537e-06,33054.921875,0.18346063792705536,0.18346063792705536,0.06333480775356293,0.06333480775356293,0.18346063792705536,0.06333480775356293,0.18346063792705536,0.06333480775356293,0.31653934717178345,0.4366651773452759,0.02,1.0,0.00020959631365258247,0.18513084948062897,0.7966610193252563,0.0,0.0,0.0,0.0,0.18513084948062897,0.18513084948062897,0.18513084948062897,0.18513084948062897,0.12290891259908676,0.06912197917699814,0.08892202377319336,0.1002825747038129,3.230055570602417,2,nan,-1.0,True,,False,0.0725608617067337,0.0,0.6637676358222961,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
29,3.358370304107666,0.7814458608627319,0.0,0.31773051619529724,3.298448518762598e-06,3.298448518762598e-06,32984.484375,0.1836540251970291,0.1836540251970291,0.06345292180776596,0.06345292180776596,0.1836540251970291,0.06345292180776596,0.1836540251970291,0.06345292180776596,0.3163459897041321,0.43654707074165344,0.02,1.0,0.0002100462734233588,0.18532654643058777,0.8006042242050171,0.0,0.0,0.0,0.0,0.18532654643058777,0.18532654643058777,0.18532654643058777,0.18532654643058777,0.12299425899982452,0.0691196396946907,0.08898555487394333,0.10032580122869586,3.230055570602417,2,nan,-1.0,True,,False,0.07259094715118408,0.0,0.6640428900718689,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
