step,L_total,loss_vol,loss_rep,loss_bnd,loss_fem,loss_comp,comp,vol_frac,vol_frac_internal,vol_frac_eff_total,vol_frac_eff,VF_total,VF_eff_total,VF_int,VF_eff_int,vol_dev,vol_dev_eff,tau,seed_offset_scale,rho_min,rho_mean,rho_max,filter_delta_mean,filter_delta_max,projection_delta_mean,projection_delta_max,rho_raw_mean,rho_filtered_mean,rho_projected_mean,rho_final_mean,drho,dseed,min_seed_dist,grad_mean,best_score,best_step,best_hard_score,best_hard_step,fem_valid,fem_failure_reason,optimizer_step_skipped,w_geo_mean,h_mean,centerline_radius_mean,active_count_total,active_count_mean,active_frac_mean,inactive_count_total,inactive_count_mean,inactive_frac_mean,anchor_update_allowed,collapse_active
22,884.0825805664062,435.52874755859375,0.0,0.0,0.6512541770935059,0.6512541770935059,0.6512541770935059,0.5461235046386719,0.5461235046386719,0.5029944777488708,0.5029944777488708,0.5461235046386719,0.5029944777488708,0.5461235046386719,0.5029944777488708,0.5231235027313232,0.4799944758415222,0.020000000000000004,0.469024,5.6662415772734676e-06,0.5517942309379578,0.9992161989212036,0.011502547189593315,0.10719999670982361,0.1474851369857788,0.2686835527420044,0.5167788863182068,0.517203152179718,0.551794171333313,0.551794171333313,0.04769784212112427,0.007648038677871227,0.21257352828979492,0.013163324568368908,884.0825805664062,22,nan,-1.0,True,,False,0.056248366832733154,0.0,0.5145452618598938,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
23,882.6426391601562,434.79815673828125,0.0,0.0,0.6523157358169556,0.6523157358169556,0.6523157358169556,0.5457158088684082,0.5457158088684082,0.5025917291641235,0.5025917291641235,0.5457158088684082,0.5025917291641235,0.5457158088684082,0.5025917291641235,0.5227158069610596,0.4795917272567749,0.02,0.4664085,5.576774583460065e-06,0.5513958930969238,0.9992210865020752,0.011503512971103191,0.10363152623176575,0.14745917916297913,0.26868361234664917,0.5165294408798218,0.5169574022293091,0.5513958930969238,0.5513958930969238,0.050508081912994385,0.008184649050235748,0.21228528022766113,0.012226067612775497,882.6426391601562,23,nan,-1.0,True,,False,0.056257691234350204,0.0,0.5146305561065674,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
24,881.073974609375,433.99609375,0.0,0.0,0.6540895700454712,0.6540895700454712,0.6540895700454712,0.5452633500099182,0.5452633500099182,0.5021491646766663,0.5021491646766663,0.5452633500099182,0.5021491646766663,0.5452633500099182,0.5021491646766663,0.5222633481025696,0.4791491627693176,0.02,0.463712,5.487307589646662e-06,0.5509524941444397,0.9992106556892395,0.011489414609968662,0.10180112719535828,0.14740510284900665,0.2686835527420044,0.5162671208381653,0.5166923999786377,0.5509524941444397,0.5509524941444397,0.053324077278375626,0.008734429255127907,0.2119888961315155,0.010581838686549518,881.073974609375,24,nan,-1.0,True,,False,0.05625830218195915,0.0,0.5146360993385315,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
25,879.2528686523438,433.0636901855469,0.0,0.0,0.6562744379043579,0.6562744379043579,0.6562744379043579,0.5447460412979126,0.5447460412979126,0.5016341805458069,0.5016341805458069,0.5447460412979126,0.5016341805458069,0.5447460412979126,0.5016341805458069,0.521746039390564,0.47863417863845825,0.02,0.4609375,5.427662927104393e-06,0.5504451990127563,0.9991999864578247,0.011456080712378025,0.09965616464614868,0.14742404222488403,0.26868361234664917,0.5159329175949097,0.5163519978523254,0.5504451990127563,0.5504451990127563,0.05616927146911621,0.009303090162575245,0.21168452501296997,0.010793200954342157,879.2528686523438,25,nan,-1.0,True,,False,0.0562501884996891,0.0,0.5145618915557861,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
26,877.1546630859375,431.99798583984375,0.0,0.0,0.6579355001449585,0.6579355001449585,0.6579355001449585,0.5441418290138245,0.5441418290138245,0.5010449290275574,0.5010449290275574,0.5441418290138245,0.5010449290275574,0.5441418290138245,0.5010449290275574,0.5211418271064758,0.47804492712020874,0.02,0.458088,5.33819593329099e-06,0.5498532652854919,0.9991992115974426,0.011455904692411423,0.10485869646072388,0.14746259152889252,0.26868361234664917,0.515520453453064,0.5159408450126648,0.5498532652854919,0.5498532652854919,0.05906645208597183,0.009881800971925259,0.2113681137561798,0.010261681860558584,877.1546630859375,26,nan,-1.0,True,,False,0.05623365193605423,0.0,0.5144106149673462,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
27,874.7152099609375,430.7657165527344,0.0,0.0,0.6591876745223999,0.6591876745223999,0.6591876745223999,0.5434569120407104,0.5434569120407104,0.5003626346588135,0.5003626346588135,0.5434569120407104,0.5003626346588135,0.5434569120407104,0.5003626346588135,0.5204569101333618,0.47736263275146484,0.02,0.45516650000000003,5.1890842769353185e-06,0.549182116985321,0.9992040395736694,0.011476082727313042,0.10665318369865417,0.14750023186206818,0.26868361234664917,0.5150080323219299,0.5154340863227844,0.549182116985321,0.549182116985321,0.06200006231665611,0.010469899512827396,0.2110406458377838,0.0108387641408222,874.7152099609375,27,nan,-1.0,True,,False,0.05620845779776573,0.0,0.5141801834106445,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
28,871.8221435546875,429.2979736328125,0.0,0.0,0.6613088846206665,0.6613088846206665,0.6613088846206665,0.5426549315452576,0.5426549315452576,0.49954867362976074,0.49954867362976074,0.5426549315452576,0.49954867362976074,0.5426549315452576,0.49954867362976074,0.5196549296379089,0.4765486717224121,0.02,0.452176,5.010150289308513e-06,0.5483964681625366,0.9992054104804993,0.011454123072326183,0.09979715943336487,0.1475384384393692,0.2686835527420044,0.5144081115722656,0.5148313045501709,0.5483964681625366,0.5483964681625366,0.065032459795475,0.011067128740251064,0.21070285141468048,0.012470982241211459,871.8221435546875,28,nan,-1.0,True,,False,0.05617495998740196,0.0,0.5138737559318542,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
29,868.6928100585938,427.69561767578125,0.0,0.0,0.6650776863098145,0.6650776863098145,0.6650776863098145,0.5417723655700684,0.5417723655700684,0.4986584782600403,0.4986584782600403,0.5417723655700684,0.4986584782600403,0.5417723655700684,0.4986584782600403,0.5187723636627197,0.47565847635269165,0.02,0.4491195,4.861038632952841e-06,0.5475316047668457,0.9991997480392456,0.011427686549723148,0.10051766037940979,0.14755523204803467,0.2686835825443268,0.5137535333633423,0.5141732692718506,0.5475316643714905,0.5475316643714905,0.06811747699975967,0.011673633940517902,0.21035407483577728,0.011557490589135947,868.6928100585938,29,nan,-1.0,True,,False,0.05613323673605919,0.0,0.5134920477867126,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
30,865.3984985351562,426.0061950683594,0.0,0.0,0.6693068146705627,0.6693068146705627,0.6693068146705627,0.5408381223678589,0.5408381223678589,0.49771809577941895,0.49771809577941895,0.5408381223678589,0.49771809577941895,0.5408381223678589,0.49771809577941895,0.5178381204605103,0.4747180938720703,0.02,0.446,4.711926976597169e-06,0.5466150045394897,0.9991984367370605,0.011433009058237076,0.10187709331512451,0.14755797386169434,0.2686835825443268,0.5130641460418701,0.5134867429733276,0.5466150045394897,0.5466150045394897,0.0712067261338234,0.012289032340049744,0.20999376475811005,0.010286212994186725,865.3984985351562,30,nan,-1.0,True,,False,0.05608319491147995,0.0,0.5130342841148376,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
31,861.9066162109375,424.22320556640625,0.0,0.0,0.6730095148086548,0.6730095148086548,0.6730095148086548,0.5398456454277039,0.5398456454277039,0.49672365188598633,0.49672365188598633,0.5398456454277039,0.49672365188598633,0.5398456454277039,0.49672365188598633,0.5168456435203552,0.4737236499786377,0.02,0.4428205,4.562815320241498e-06,0.5456417798995972,0.9992006421089172,0.011430718004703522,0.10831853747367859,0.14762020111083984,0.2686835527420044,0.512299656867981,0.512724757194519,0.5456417798995972,0.5456417798995972,0.07434796541929245,0.012912506237626076,0.20962253212928772,0.010251067531903068,861.9066162109375,31,nan,-1.0,True,,False,0.05602504685521126,0.0,0.5125023722648621,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0
