step,L_total,loss_vol,loss_rep,loss_bnd,loss_curve_length,curve_length_min,curve_length_max,curve_length_mean,curve_length_std,curve_length_cv,curve_length_ratio,minimum_length,maximum_length,mean_length,standard_deviation,coefficient_of_variation,maximum_minimum_ratio,minimum_seed_distance,number_of_edges,topology_identifier,loss_cell_edge_uniform,loss_fem,loss_comp,comp,stress_max,stress_p95,stress_p99,stress_norm,disp_field_max,disp_field_p95,disp_field_p99,disp_mean,disp_max,disp_p95,disp_p99,disp_norm,VolFrac,L_FEM_initial,L_FEM_best,L_FEM_norm,compliance_reduction_pct,vol_dev,vol_dev_eff,seed_offset_scale,rho_min,rho_mean,rho_max,filter_delta_mean,filter_delta_max,projection_delta_mean,projection_delta_max,rho_raw_mean,rho_filtered_mean,rho_projected_mean,rho_final_mean,drho,dseed,min_seed_dist,grad_mean,best_score,best_step,best_hard_score,best_hard_step,fem_valid,fem_failure_reason,optimizer_step_skipped,w_geo_mean,centerline_radius_mean,active_units_total,active_units_mean,active_units_frac_mean,inactive_units_total,inactive_units_mean,inactive_units_frac_mean,anchor_update_allowed,collapse_active
10,18.334033966064453,0.0,0.0002864933048840612,0.0,1.8333461284637451,0.0012257685884833336,3.6404671669006348,1.0152063369750977,0.679336428642273,0.6691609418696296,2969.9465307762966,0.0012257685884833336,3.6404671669006348,1.0152063369750977,0.679336428642273,0.6691609418696296,2969.9465307762966,0.041341304779052734,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999904128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003260802186559886,0.041341304779052734,0.00041342543113387364,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
11,18.47770118713379,0.0,0.00029217719566076994,0.0,1.8477118015289307,0.001243008067831397,3.6403791904449463,1.0152195692062378,0.6794160604476929,0.6692306581313271,2928.6850863294085,0.001243008067831397,3.6403791904449463,1.0152195692062378,0.6794160604476929,0.6692306581313271,2928.6850863294085,0.04130813106894493,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999884010368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003912326938007027,0.04130813106894493,0.00041472159568911593,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
12,18.575897216796875,0.0,0.0002972316578961909,0.0,1.8575302362442017,0.0012650447897613049,3.6402459144592285,1.015220046043396,0.6794365644454956,0.6692505404059494,2877.56286885786,0.0012650447897613049,3.6402459144592285,1.015220046043396,0.6794365644454956,0.6692505404059494,2877.56286885786,0.04127926379442215,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999861981184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045635789865627885,0.04127926379442215,0.00041609032359701814,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
13,18.42026138305664,0.0,0.0003028583596460521,0.0,1.8419654369354248,0.0016034545842558146,3.6401169300079346,1.0152348279953003,0.6794942617416382,0.6692976275088779,2270.1715195116444,0.0016034545842558146,3.6401169300079346,1.0152348279953003,0.6794942617416382,0.6692976275088779,2270.1715195116444,0.04124820604920387,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999838041216001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005214603152126074,0.04124820604920387,0.00042123363573409733,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
14,18.961931228637695,0.0,0.00030875205993652344,0.0,1.8961313962936401,0.0016601781826466322,3.6398024559020996,1.0152415037155151,0.6795865297317505,0.669384109342106,2192.416750170502,0.0016601781826466322,3.6398024559020996,1.0152415037155151,0.6795865297317505,0.669384109342106,2192.416750170502,0.0412164032459259,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999812191232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005865425337105989,0.0412164032459259,0.0004292006017294625,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
15,19.759828567504883,0.0,0.00031451223185285926,0.0,1.9759199619293213,0.0014391163131222129,3.6397228240966797,1.0152497291564941,0.6796376705169678,0.6694290586825717,2529.137353880851,0.0014391163131222129,3.6397228240966797,1.0152497291564941,0.6796376705169678,0.6694290586825717,2529.137353880851,0.041186023503541946,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999784432000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006515919230878353,0.041186023503541946,0.0004341468247730518,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
16,19.422494888305664,0.0,0.0003205585526302457,0.0,1.942185401916504,0.0017877706559374928,3.6394433975219727,1.015241265296936,0.6796358823776245,0.6694328782812485,2035.7440063325557,0.0017877706559374928,3.6394433975219727,1.015241265296936,0.6796358823776245,0.6694328782812485,2035.7440063325557,0.0411548987030983,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999754764288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000716624257620424,0.0411548987030983,0.0004381781257052353,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
17,23.364606857299805,0.0,0.00032681465381756425,0.0,2.336395263671875,0.00033639188040979207,3.6392147541046143,1.0152649879455566,0.6797258853912354,0.6695058861102827,10818.378700672944,0.00033639188040979207,3.6392147541046143,1.0152649879455566,0.6797258853912354,0.6695058861102827,10818.378700672944,0.04112374782562256,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999723188864001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000781636219471693,0.04112374782562256,0.00042448035060260736,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
18,24.80105972290039,0.0,0.0003331899642944336,0.0,2.480039358139038,0.0001661056885495782,3.639010429382324,1.015278935432434,0.6797716617584229,0.6695417761906881,21907.80135923024,0.0001661056885495782,3.639010429382324,1.015278935432434,0.6797716617584229,0.6695417761906881,21907.80135923024,0.04109257459640503,121,44e61ccfd73a4e51,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999689706496001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008466193685308099,0.04109257459640503,0.00042042535778819,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
19,21.05034828186035,0.0,0.0003394174564164132,0.0,2.104966878890991,0.0012792980996891856,3.6389694213867188,1.015254020690918,0.6797056794166565,0.6694932160466517,2844.5046719531842,0.0012792980996891856,3.6389694213867188,1.015254020690918,0.6797056794166565,0.6694932160466517,2844.5046719531842,0.04106282815337181,121,5311782dc511853e,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999654317952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009115892462432384,0.04106282815337181,0.0004215804403884249,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
20,19.84099006652832,0.0,0.0003461265587247908,0.0,1.984029769897461,0.002191313775256276,3.6387133598327637,1.0152517557144165,0.679713785648346,0.669502694107672,1660.5168100160429,0.002191313775256276,3.6387133598327637,1.0152517557144165,0.679713785648346,0.669502694107672,1660.5168100160429,0.0410316064953804,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999617024000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765365393832326,0.0410316064953804,0.000425900368099974,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
21,18.601896286010742,0.0,0.0003532409609761089,0.0,1.860119104385376,0.0028936099261045456,3.637580633163452,1.015216588973999,0.6795879006385803,0.6694018872616998,1257.1081541942524,0.0028936099261045456,3.637580633163452,1.015216588973999,0.6795879006385803,0.6694018872616998,1257.1081541942524,0.040999636054039,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999577825408001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001041465438902378,0.040999636054039,0.00042838802528422093,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
22,18.820693969726562,0.0,0.0003601741627790034,0.0,1.8819972276687622,0.002130669541656971,3.638282060623169,1.0152181386947632,0.6796359419822693,0.6694481866291886,1707.5768858054655,0.002130669541656971,3.638282060623169,1.0152181386947632,0.6796359419822693,0.6694481866291886,1707.5768858054655,0.04096909612417221,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999536722944001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011063740821555257,0.04096909612417221,0.00042191747616016073,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
23,17.707468032836914,0.0,0.0003673076571431011,0.0,1.7706732749938965,0.003317309310659766,3.6371521949768066,1.015215516090393,0.6795798540115356,0.6693946686597203,1096.416358670343,0.003317309310659766,3.6371521949768066,1.015215516090393,0.6795798540115356,0.6693946686597203,1096.416358670343,0.04093853384256363,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999493717376001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011712639825418591,0.04093853384256363,0.0004284398689833324,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
24,17.902196884155273,0.0,0.00037457465077750385,0.0,1.7901448011398315,0.0027134933043271303,3.637576103210449,1.0151830911636353,0.6795606017112732,0.6693970847488596,1340.5509781099186,0.0027134933043271303,3.637576103210449,1.0151830911636353,0.6795606017112732,0.6693970847488596,1340.5509781099186,0.04090794548392296,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999448809472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012361350236460567,0.04090794548392296,0.00042464058242330793,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
25,17.651519775390625,0.0,0.0003822564904112369,0.0,1.7650755643844604,0.0028667596634477377,3.6374425888061523,1.0151925086975098,0.6795697212219238,0.6693998580562918,1268.8341597605518,0.0028667596634477377,3.6374425888061523,1.0151925086975098,0.6795697212219238,0.6693998580562918,1268.8341597605518,0.0408766083419323,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013009834801778197,0.0408766083419323,0.0004254058062542754,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
26,17.573999404907227,0.0,0.0003901672316715121,0.0,1.7573219537734985,0.00285745644941926,3.637023687362671,1.0151827335357666,0.6795516610145569,0.6693885135809544,1272.8185894493151,0.00285745644941926,3.637023687362671,1.0151827335357666,0.6795516610145569,0.6693885135809544,1272.8185894493151,0.040845245122909546,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999353289728001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013658179668709636,0.040845245122909546,0.000425667257331952,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
27,17.523954391479492,0.0,0.00039825437124818563,0.0,1.7523157596588135,0.002917263191193342,3.6368284225463867,1.0151557922363281,0.6794940829277039,0.6693495600619277,1246.6576322373908,0.002917263191193342,3.6368284225463867,1.0151557922363281,0.6794940829277039,0.6693495600619277,1246.6576322373908,0.040813859552145004,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999302679424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001430635224096477,0.040813859552145004,0.0004266054388608609,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
28,17.336227416992188,0.0,0.0004061794315930456,0.0,1.733541488647461,0.003107822500169277,3.636593818664551,1.0151588916778564,0.6794866323471069,0.6693401771067091,1170.142058777962,0.003107822500169277,3.636593818664551,1.0151588916778564,0.6794866323471069,0.6693401771067091,1170.142058777962,0.04078390821814537,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999250169856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001495428616181016,0.04078390821814537,0.0004285806473944831,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
29,17.19378089904785,0.0,0.0004149484448134899,0.0,1.7192951440811157,0.003467245027422905,3.6361470222473145,1.0151365995407104,0.6794610619544983,0.6693296865288025,1048.7136021505664,0.003467245027422905,3.6361470222473145,1.0151365995407104,0.6794610619544983,0.6693296865288025,1048.7136021505664,0.04075174406170845,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999195761792001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001560215256176889,0.04075174406170845,0.0004325089364556334,17.015178680419922,6,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
30,17.00147247314453,0.0,0.0004237318062223494,0.0,1.7000625133514404,0.003786936402320862,3.6358518600463867,1.0151463747024536,0.6794477105140686,0.669310089112242,960.1037550612465,0.003786936402320862,3.6358518600463867,1.0151463747024536,0.6794477105140686,0.669310089112242,960.1037550612465,0.04072028398513794,121,fcb728db75633fe1,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,0.20000000298023224,0.20000000298023224,0.09999139456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016249738400802016,0.04072028398513794,0.00043598274532996584,17.00147247314453,30,nan,-1.0,True,,False,0.07780987024307251,0.07780987024307251,40.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
